a-1 	1.175548077
a-2 	1.175166965
a-3 	1.173440576
a-4 	1.173570514
a-5 	1.172855377
b-1 	0.5754259229
b-2 	0.5810851455
b-3 	0.5849542618
b-4 	0.5793630481
b-5 	0.5844036341
c-1 	0.2903060913
c-2 	0.2901546359
c-3 	0.2913281918
c-4 	0.2966509759
c-5 	0.2908759415
d-1 	0.1477432847
d-2 	0.1479001343
d-3 	0.1492039859
d-4 	0.1464587748
d-5 	0.1478576362
e-1 	0.07561583817
e-2 	0.07935586572
e-3 	0.07979484648
e-4 	0.07528221607
e-5 	0.07448805869
